0.0	0.5
0.1	1024528.84456
0.2	-8751076.39767
0.3	-27683671.5221
0.4	-45180650.725
0.5	-46105208.3111
0.6	-34067276.7427
0.7	-12558289.5501
0.8	10882315.7573
0.9	32611884.5176
1.0	52577070.0475
1.1	67702942.8031
1.2	68750347.1423
1.3	69163174.7923
1.4	65187402.9675
1.5	55620390.4297
1.6	41255257.6571
1.7	20281406.0755
1.8	-3277927.56835
1.9	-22524372.2372
2.0	-35267891.5576
2.1	-44620879.6482
2.2	-50538069.0181
2.3	-53922846.467
2.4	-63454825.7478
2.5	-73039377.8068
2.6	-78755635.0082
2.7	-67923677.7086
2.8	-51359209.8745
2.9	-33351546.1568
3.0	-17977574.2037
3.1	-12904042.6212
3.2	-0.5
